考勤ID,考勤类型ID,学生ID,时间
138085,9900100,14659,2018/6/22 7:38
138098,9900400,14456,2018/6/22 12:28
138100,9900400,14472,2018/6/22 13:17
138101,9900500,14456,2018/6/22 13:22
138103,9900400,14499,2018/6/22 13:36
138056,9900500,14502,2018/6/21 6:49
138171,9900400,14856,2018/6/24 6:45
138172,9900500,14856,2018/6/24 6:54
138310,9900400,14856,2018/7/2 6:34
138314,9900500,14856,2018/7/2 6:41
138352,9900400,14856,2018/7/4 6:40
138353,9900500,14856,2018/7/4 6:48
138376,9900400,14472,2018/7/4 12:57
138377,9900400,14786,2018/7/4 15:35
117773,300100,12077,2014/3/21 6:42
117971,300200,12040,2014/3/21 10:11
118033,300100,12146,2014/3/24 6:28
118138,300100,12052,2014/3/24 6:41
118163,300100,12077,2014/3/24 6:42
118085,300100,12105,2014/3/24 6:37
118145,300100,12040,2014/3/24 6:41
118393,300100,12146,2014/3/25 6:25
118506,300100,12105,2014/3/25 6:41
118533,300100,12040,2014/3/25 6:42
120612,300100,12118,2014/4/9 6:40
120613,300100,12118,2014/4/9 6:40
120514,300200,11539,2014/4/8 10:12
120222,300100,12040,2014/4/4 6:44
120230,300100,12052,2014/4/4 6:42
120275,300100,12077,2014/4/4 6:40
120407,300100,12146,2014/4/4 6:20
120408,300100,12105,2014/4/4 6:19
120642,300100,12077,2014/4/9 6:42
120650,300100,12052,2014/4/9 6:42
121492,300100,12052,2014/4/11 6:43
121503,300100,12040,2014/4/11 6:44
137381,9900400,14978,2018/6/1 11:15
115255,300200,12109,2014/3/3 10:10
115283,300200,11888,2014/3/3 10:12
115284,300200,11888,2014/3/3 10:12
115285,300200,11888,2014/3/3 10:12
115228,300200,12159,2014/3/3 10:09
115770,300100,12159,2014/3/10 6:41
115842,300100,12057,2014/3/10 6:46
131828,9900300,13812,2017/6/30 10:58
133724,9900200,14370,2018/1/25 10:27
133601,9900300,14291,2018/1/25 7:27
133705,9900200,14324,2018/1/25 9:42
118094,300100,12057,2014/3/24 6:38
118126,300100,12159,2014/3/24 6:40
118167,300100,12172,2014/3/24 6:42
118118,300100,12115,2014/3/24 6:40
118405,300100,12172,2014/3/25 6:30
118507,300100,12159,2014/3/25 6:41
118445,300100,12057,2014/3/25 6:36
118544,300100,12115,2014/3/25 6:43
120608,300100,12159,2014/4/9 6:40
120102,300200,12109,2014/4/4 10:08
120211,300100,12057,2014/4/4 6:47
120235,300100,12115,2014/4/4 6:42
120288,300100,12159,2014/4/4 6:39
120340,300100,12172,2014/4/4 6:35
120590,300100,12172,2014/4/9 6:37
138052,9900400,14483,2018/6/21 6:40
138090,9900400,14481,2018/6/22 11:23
138102,9900400,14471,2018/6/22 13:34
138107,9900400,14473,2018/6/22 13:54
138105,9900400,14483,2018/6/22 13:38
138038,9900400,14063,2018/6/20 14:01
138054,9900500,14483,2018/6/21 6:48
138331,9900400,14466,2018/7/2 13:03
138403,9900400,14011,2018/7/5 15:42
128151,200100,12349,2015/3/24 7:02
123871,300100,12113,2014/5/16 6:29
137728,9900500,14479,2018/6/9 6:41
137805,9900400,14505,2018/6/10 12:07
137831,9900400,14479,2018/6/11 6:33
137836,9900500,14479,2018/6/11 6:40
137911,9900500,14479,2018/6/14 6:36
115034,300100,12134,2014/3/3 6:38
115066,300100,11910,2014/3/3 6:40
115081,300100,12045,2014/3/3 6:42
115083,300100,12232,2014/3/3 6:41
115040,300100,12141,2014/3/3 6:39
115135,300100,11434,2014/3/3 6:44
115136,300100,12137,2014/3/3 6:44
115276,300200,12042,2014/3/3 10:11
115273,300200,11889,2014/3/3 10:11
115270,300200,12137,2014/3/3 10:11
115690,100100,11833,2014/3/3 7:30
115800,300100,12134,2014/3/10 6:43
115751,300100,12141,2014/3/10 6:39
115755,300100,11910,2014/3/10 6:40
115779,300100,12137,2014/3/10 6:42
115803,300100,12045,2014/3/10 6:43
131753,9900300,13682,2017/6/30 10:41
131754,9900200,13709,2017/6/30 10:41
131755,9900300,13709,2017/6/30 10:41
131827,9900300,13656,2017/6/30 10:58
133751,9900200,14200,2018/1/25 11:42
118116,300100,12137,2014/3/24 6:40
118008,300200,11889,2014/3/21 10:12
118140,300100,12134,2014/3/24 6:41
118161,300100,11910,2014/3/24 6:42
118182,300100,11434,2014/3/24 6:44
118399,300100,12232,2014/3/25 6:29
118408,300100,12141,2014/3/25 6:31
118447,300100,11910,2014/3/25 6:36
118449,300100,12137,2014/3/25 6:37
118431,300100,12045,2014/3/25 6:35
118570,300100,11434,2014/3/25 6:45
120616,300100,11910,2014/4/9 6:40
120094,300200,11889,2014/4/4 10:08
120187,300200,11397,2014/4/4 10:04
120239,300100,11434,2014/4/4 6:41
120254,300100,12134,2014/4/4 6:41
120292,300100,11910,2014/4/4 6:39
120345,300100,12232,2014/4/4 6:34
120346,300100,12232,2014/4/4 6:34
120366,300100,12141,2014/4/4 6:31
120409,300100,12137,2014/4/4 6:19
120633,300100,12134,2014/4/9 6:41
137925,9900400,14489,2018/6/14 16:13
138091,9900400,14457,2018/6/22 11:23
138094,9900400,14455,2018/6/22 11:35
138095,9900400,14475,2018/6/22 11:51
138372,9900400,14496,2018/7/4 12:36
138402,9900400,14245,2018/7/5 15:42
128169,100100,12315,2015/3/27 7:32
128094,100100,12315,2015/3/18 7:33
122560,300100,12232,2014/4/17 6:46
122561,300100,12232,2014/4/17 6:46
122456,300100,11416,2014/4/17 6:35
118618,300100,12322,2014/3/26 6:27
120521,300100,12322,2014/4/9 6:18
120122,300200,12317,2014/4/4 10:07
120160,300200,11942,2014/4/4 10:06
120161,300200,11942,2014/4/4 10:06
120196,300200,12012,2014/4/4 10:03
120304,300100,12012,2014/4/4 6:38
120398,300100,12294,2014/4/4 6:23
137218,9900400,14750,2018/5/29 20:28
139670,9900500,15933,2018/10/14 12:02
139512,9900400,13599,2018/10/11 9:52
134274,9900300,13855,2018/1/27 11:25
134406,9900200,14280,2018/1/27 14:35
134414,9900200,13636,2018/1/27 14:36
134447,9900200,13845,2018/1/27 14:38
134574,9900200,13834,2018/1/27 15:03
134570,9900200,14083,2018/1/27 14:58
138350,9900400,14750,2018/7/3 19:30
133292,9900300,14442,2018/1/15 11:52
133294,9900300,14440,2018/1/15 11:52
133295,9900300,14412,2018/1/15 11:52
133301,9900300,11460,2018/1/15 12:06
133301,9900300,14423,2018/1/15 12:06
133405,9900300,14385,2018/1/17 12:54
133417,9900300,14417,2018/1/17 13:00
130487,9900200,12985,2016/10/24 7:18
139686,9900500,15937,2018/10/14 12:13
142450,9900400,14543,2019/1/11 7:18
142458,9900500,14543,2019/1/11 15:05
142529,9900100,13599,2019/1/16 7:27
142630,9900100,13599,2019/1/19 7:26
142631,9900100,13599,2019/1/19 7:27
139875,9900400,15937,2018/10/21 8:11
139914,9900400,15933,2018/10/21 11:40
139917,9900500,15933,2018/10/21 11:45
130606,9900100,12949,2016/11/8 7:29
130608,9900100,13535,2016/11/8 7:30
130613,9900100,12692,2016/11/8 15:43
130523,9900200,13509,2016/10/28 7:21
130659,9900100,13023,2016/11/15 7:30
130660,9900100,13023,2016/11/16 7:30
130661,9900100,13023,2016/11/17 7:30
130699,9900100,12983,2016/11/25 7:29
130704,9900100,12949,2016/11/28 7:27
130710,9900100,13023,2016/11/24 7:33
130761,9900200,12626,2016/12/7 7:37
130778,9900100,12626,2016/12/12 7:26
130793,9900200,13023,2016/12/12 7:37
130723,9900100,12994,2016/11/29 7:26
130688,9900200,12943,2016/11/24 7:21
130697,9900200,14406,2016/11/25 7:12
130766,9900100,13023,2016/12/5 8:21
130823,9900100,12994,2016/12/15 7:26
130829,9900100,12626,2016/12/15 7:29
130844,9900200,12899,2016/12/16 7:37
130845,9900200,12943,2016/12/16 7:37
134992,9900100,14401,2018/4/16 7:27
134785,9900200,14440,2018/3/13 8:19
134850,9900300,13707,2018/3/16 9:32
130316,9900300,12692,2016/9/19 16:52
130434,9900100,12944,2016/10/4 8:09
130388,9900100,13023,2016/9/22 7:30
130437,9900100,13000,2016/10/5 7:52
139877,9900500,15937,2018/10/21 8:20
140057,9900100,13599,2018/10/25 7:28
140093,9900200,14094,2018/10/26 6:58
140122,9900400,14056,2018/10/26 16:35
140163,9900400,15937,2018/10/28 10:09
130722,9900100,12899,2016/11/24 7:33
130801,9900100,14413,2016/12/13 7:28
130868,9900200,14244,2016/12/23 7:13
137757,9900400,14500,2018/6/10 6:46
137766,9900500,14500,2018/6/10 7:02
137791,9900200,14461,2018/6/10 7:26
115116,300100,11881,2014/3/3 6:43
115272,300200,12361,2014/3/3 10:11
115186,300200,12271,2014/3/3 10:06
115710,300100,12222,2014/3/10 6:31
115767,300100,11865,2014/3/10 6:41
115769,300100,12271,2014/3/10 6:41
115834,300100,11881,2014/3/10 6:45
131844,9900100,13657,2017/8/29 7:27
131801,9900300,13620,2017/6/30 10:47
132741,9900100,14331,2017/11/30 9:16
133613,9900300,14014,2018/1/25 7:35
133665,9900200,14081,2018/1/25 8:15
133619,9900300,14184,2018/1/25 7:40
133729,9900200,14014,2018/1/25 11:23
118096,300100,11865,2014/3/24 6:38
118089,300100,11900,2014/3/24 6:38
118127,300100,12271,2014/3/24 6:40
118170,300100,11881,2014/3/24 6:43
118032,300100,12222,2014/3/24 6:28
118505,300100,12271,2014/3/25 6:41
118385,300100,12222,2014/3/25 6:21
118394,300100,12359,2014/3/25 6:25
118539,300100,11900,2014/3/25 6:42
118556,300100,11881,2014/3/25 6:43
118588,300100,12069,2014/3/25 6:49
118589,300100,12069,2014/3/25 6:49
118617,300100,12359,2014/3/26 6:26
119986,300200,12271,2014/4/2 10:07
120535,300100,12222,2014/4/9 6:28
120224,300100,11881,2014/4/4 6:44
120287,300100,12271,2014/4/4 6:39
120381,300100,12359,2014/4/4 6:29
120397,300100,12222,2014/4/4 6:24
120681,300100,11881,2014/4/9 6:45
137946,9900100,14647,2018/6/15 7:29
138013,9900400,14801,2018/6/19 19:46
138053,9900400,14491,2018/6/21 6:40
138092,9900400,14461,2018/6/22 11:25
140360,9900400,14350,2018/10/31 6:50
140361,9900400,14049,2018/10/31 6:50
140509,9900400,15948,2018/11/11 9:57
140469,9900100,16095,2018/11/9 7:28
140544,9900500,15948,2018/11/11 12:00
140557,9900400,15940,2018/11/11 13:18
137558,9900500,14092,2018/6/5 7:17
137559,9900200,14092,2018/6/5 7:17
137697,9900400,13873,2018/6/8 11:30
137731,9900500,14026,2018/6/9 7:04
137733,9900400,14026,2018/6/9 7:04
137738,9900500,14026,2018/6/9 7:24
137854,9900200,14302,2018/6/12 7:13
137885,9900500,14026,2018/6/12 18:26
137811,9900200,14777,2018/6/10 7:37
138624,9900400,15923,2018/9/15 17:16
138628,9900500,15923,2018/9/15 18:36
137000,9900500,13814,2018/5/25 7:47
137033,9900500,13781,2018/5/25 8:09
131744,9900200,13803,2017/6/30 10:39
131746,9900300,13803,2017/6/30 10:39
131939,9900300,13630,2017/9/21 12:28
133612,9900300,13814,2018/1/25 7:34
133780,9900200,13814,2018/1/25 11:57
117795,300100,11097,2014/3/21 6:43
117907,300200,10854,2014/3/21 10:08
117707,300100,11044,2014/3/21 6:35
117848,200100,10884,2014/3/21 7:14
118012,300200,12253,2014/3/21 10:12
117999,300200,11968,2014/3/21 10:11
118046,300100,11035,2014/3/24 6:32
118158,300100,11097,2014/3/24 6:42
118044,300100,11044,2014/3/24 6:31
136977,9900500,13609,2018/5/25 7:28
136986,9900500,13537,2018/5/25 7:37
131941,9900300,13833,2017/9/21 15:03
142429,9900400,14256,2019/1/10 15:34
142426,9900400,14839,2019/1/10 14:03
142528,9900100,14798,2019/1/16 7:26
137431,9900500,14884,2018/6/1 18:59
137435,9900400,14930,2018/6/2 11:47
137439,9900500,14930,2018/6/2 12:18
137653,9900400,13918,2018/6/8 9:06
137660,9900500,14884,2018/6/8 10:01
137657,9900500,13918,2018/6/8 9:27
132089,9900300,13537,2017/9/21 16:43
132090,9900300,13580,2017/9/21 16:43
132094,9900300,13739,2017/9/21 16:43
131834,9900300,13655,2017/6/30 11:16
132156,9900300,13609,2017/9/21 16:57
132229,9900300,12725,2017/9/22 11:17
132782,9900100,13514,2017/12/7 7:27
132839,9900100,13514,2017/12/7 11:36
132841,9900100,14444,2017/12/7 11:36
133420,9900300,14421,2018/1/17 13:04
123604,300100,11825,2014/5/13 6:26
123605,300100,11825,2014/5/13 6:26
123613,300100,12141,2014/5/13 6:28
123616,300100,11416,2014/5/13 6:28
123528,300100,12134,2014/5/9 6:47
123793,300100,12134,2014/5/13 6:42
118654,300100,12141,2014/3/26 6:35
138317,9900100,14533,2018/7/2 7:29
132960,9900100,12991,2017/12/19 7:26
133220,9900100,12991,2018/1/12 7:27
133267,9900300,12991,2018/1/15 11:05
130550,9900200,12637,2016/10/28 8:01
134784,9900200,12991,2018/3/13 8:19
134979,9900400,12991,2018/4/13 14:30
137247,9900100,13656,2018/5/30 7:27
137316,9900400,13709,2018/5/31 12:38
137321,9900400,14958,2018/5/31 15:24
137588,9900400,14608,2018/6/6 7:33
139552,9900400,14330,2018/10/11 15:03
139811,9900400,14269,2018/10/18 13:03
142541,9900400,14269,2019/1/16 13:09
139861,9900400,14269,2018/10/19 16:50
139963,9900100,14608,2018/10/22 7:35
130587,9900100,14050,2016/11/3 7:31
130890,9900100,13778,2016/12/26 7:28
136254,9900400,13709,2018/5/11 12:36
133103,9900100,12982,2017/12/26 7:30
131896,9900100,14310,2017/9/21 7:29
140068,9900400,14269,2018/10/25 14:49
140127,9900400,14219,2018/10/26 16:39
140270,9900400,14269,2018/10/29 15:09
140316,9900400,14120,2018/10/30 11:13
140327,9900400,14330,2018/10/30 12:26
140259,9900400,14120,2018/10/29 14:19
140338,9900400,14275,2018/10/30 14:38
140416,9900400,14269,2018/11/6 14:11
140393,9900200,15579,2018/11/5 7:03
140610,9900400,14269,2018/11/13 15:20
140620,9900400,14284,2018/11/15 8:30
132115,9900300,13709,2017/9/21 16:45
132236,9900300,13656,2017/9/22 11:46
132762,9900100,12991,2017/12/6 7:27
132879,9900100,12991,2017/12/12 7:28
117815,300100,12120,2014/3/21 6:45
117834,300100,11386,2014/3/21 6:47
117854,100100,11320,2014/3/21 7:34
117855,100100,11320,2014/3/21 7:34
118103,300100,12120,2014/3/24 6:39
118128,300100,11386,2014/3/24 6:40
118242,100100,11238,2014/3/24 7:31
118529,300100,12120,2014/3/25 6:42
120104,300200,11219,2014/4/4 10:08
120124,300200,11320,2014/4/4 10:07
120125,300200,11320,2014/4/4 10:07
120146,300200,11158,2014/4/4 10:07
120313,300100,11386,2014/4/4 6:38
138381,9900400,14856,2018/7/5 6:36
138385,9900400,14498,2018/7/5 6:49
138334,9900400,14472,2018/7/2 15:34
138386,9900400,14499,2018/7/5 6:49
128118,100100,12334,2015/3/19 7:25
128162,100100,12332,2015/3/26 7:26
128161,100000,12346,2015/3/26 7:24
122564,300100,11858,2014/4/17 6:47
123663,300100,12101,2014/5/13 6:35
123664,300100,12101,2014/5/13 6:35
123689,300100,11413,2014/5/13 6:36
123715,300100,12083,2014/5/13 6:39
123655,300100,11858,2014/5/13 6:34
123695,300100,11399,2014/5/13 6:37
123779,300100,11406,2014/5/13 6:42
118742,300100,12254,2014/3/26 6:42
118725,300100,12230,2014/3/26 6:40
118788,300100,11858,2014/3/26 6:44
118798,300100,12083,2014/3/26 6:45
118761,300100,11399,2014/3/26 6:42
118799,300100,12101,2014/3/26 6:45
118800,300100,12101,2014/3/26 6:45
118823,100100,11830,2014/3/26 7:26
119223,300200,11880,2014/3/27 10:10
121495,300100,12083,2014/4/11 6:43
120455,300200,11830,2014/4/8 10:08
120635,300100,11399,2014/4/9 6:41
120603,300100,12254,2014/4/9 6:40
120701,300100,11858,2014/4/9 6:46
121030,300100,12254,2014/4/10 6:42
121034,300100,12101,2014/4/10 6:42
121035,300100,12101,2014/4/10 6:42
121074,300100,11858,2014/4/10 6:45
121096,300100,12083,2014/4/10 6:47
132765,9900100,13692,2017/12/6 7:28
132781,9900100,12977,2017/12/7 7:27
132750,9900100,12971,2017/12/4 7:31
132887,9900100,12971,2017/12/13 7:26
117754,300100,12133,2014/3/21 6:41
117821,300100,12068,2014/3/21 6:45
117919,300200,11146,2014/3/21 10:09
117797,300100,12056,2014/3/21 6:43
117813,300100,12059,2014/3/21 6:45
117817,300100,12039,2014/3/21 6:45
118104,300100,12059,2014/3/24 6:39
118091,300100,12056,2014/3/24 6:38
118164,300100,12068,2014/3/24 6:42
118204,300100,11196,2014/3/24 6:47
118205,300100,11196,2014/3/24 6:47
118146,300100,12039,2014/3/24 6:41
118522,300100,11196,2014/3/25 6:42
118523,300100,11196,2014/3/25 6:42
118535,300100,12039,2014/3/25 6:42
118536,300100,12133,2014/3/25 6:43
120225,300100,12056,2014/4/4 6:44
120267,300100,12068,2014/4/4 6:40
120303,300100,12133,2014/4/4 6:38
120324,300100,12059,2014/4/4 6:37
128153,200100,12349,2015/3/25 7:05
122521,300100,12115,2014/4/17 6:43
122563,300100,12172,2014/4/17 6:47
122566,300100,12057,2014/4/17 6:48
122697,300100,12172,2014/4/24 6:42
123549,200100,11853,2014/5/9 7:26
123758,300100,12159,2014/5/13 6:42
118699,300100,12172,2014/3/26 6:39
118743,300100,12159,2014/3/26 6:42
118771,300100,12115,2014/3/26 6:43
118753,300100,12057,2014/3/26 6:42
119021,300100,12057,2014/3/27 6:43
119024,300100,12057,2014/3/27 6:43
119185,300200,12159,2014/3/27 10:11
119237,300200,12115,2014/3/27 10:10
121523,300100,12172,2014/4/11 6:46
120689,300100,12115,2014/4/9 6:45
120716,300100,12057,2014/4/9 6:48
121026,300100,12159,2014/4/10 6:42
121061,300100,12172,2014/4/10 6:44
121083,300100,12115,2014/4/10 6:46
121102,300100,12057,2014/4/10 6:48
121515,300100,12057,2014/4/11 6:46
114251,300100,12159,2014/2/27 6:41
114324,300100,12115,2014/2/27 6:44
114472,300200,12116,2014/2/27 10:08
114497,300200,12115,2014/2/27 10:09
122730,300100,12115,2014/4/24 6:44
137683,9900400,13499,2018/6/8 11:11
137822,9900400,14364,2018/6/10 15:41
114295,300100,12077,2014/2/27 6:43
113765,300100,12076,2014/2/24 6:30
113749,300100,12146,2014/2/24 6:25
113936,300100,12040,2014/2/24 6:39
113963,300100,12052,2014/2/24 6:40
113908,300100,12118,2014/2/24 6:38
113909,300100,12118,2014/2/24 6:38
114010,300100,12105,2014/2/24 6:42
114128,300100,12146,2014/2/27 6:31
114343,300100,12052,2014/2/27 6:45
114606,300100,12118,2014/2/28 6:26
114607,300100,12118,2014/2/28 6:26
114608,300100,12146,2014/2/28 6:26
118545,300100,12052,2014/3/25 6:43
118613,300100,12146,2014/3/26 6:22
118629,300100,12077,2014/3/26 6:30
118541,300100,12077,2014/3/25 6:43
118792,300100,12040,2014/3/26 6:45
118802,300100,12052,2014/3/26 6:45
119011,300100,12040,2014/3/27 6:44
119015,300100,12052,2014/3/27 6:43
119217,300200,11537,2014/3/27 10:10
119218,300200,11523,2014/3/27 10:10
119399,300100,12146,2014/3/31 6:22
119459,300100,12077,2014/3/31 6:35
119049,300100,12077,2014/3/27 6:41
119118,300100,12105,2014/3/27 6:37
128167,100100,12008,2015/3/27 7:30
138093,9900400,14500,2018/6/22 11:30
138104,9900400,14506,2018/6/22 13:36
138108,9900400,14501,2018/6/22 14:18
138055,9900500,14491,2018/6/21 6:48
138342,9900100,14313,2018/7/3 7:31
138370,9900400,14474,2018/7/4 12:34
138371,9900400,14506,2018/7/4 12:34
138374,9900400,14503,2018/7/4 12:53
138399,9900400,14081,2018/7/5 15:36
128032,100100,12324,2015/3/10 7:37
128088,200100,11582,2015/3/18 7:28
128144,100100,12333,2015/3/18 7:27
128156,200100,12340,2015/3/25 7:19
128172,100100,12316,2015/3/27 7:37
128170,100100,12324,2015/3/27 7:48
128173,100100,12316,2015/3/24 7:29
128177,100100,12316,2015/3/25 7:29
122544,300100,11881,2014/4/17 6:44
122545,300100,11900,2014/4/17 6:44
122555,300100,12069,2014/4/17 6:45
122556,300100,12069,2014/4/17 6:45
123665,300100,12222,2014/5/13 6:35
123681,300100,12069,2014/5/13 6:36
131855,9900100,12983,2017/9/8 7:28
132106,9900300,13657,2017/9/21 16:45
132114,9900300,13546,2017/9/21 16:45
132876,9900100,13620,2017/12/12 7:27
132716,9900100,12994,2017/11/28 7:28
133497,9900100,13023,2018/1/22 7:37
117736,300100,11553,2014/3/21 6:39
117774,300100,12099,2014/3/21 6:42
117775,300100,12119,2014/3/21 6:42
118009,300200,12099,2014/3/21 10:12
118028,300100,12099,2014/3/24 6:25
118156,300100,12119,2014/3/24 6:42
118132,300100,12097,2014/3/24 6:41
118226,100100,11198,2014/3/24 7:27
118193,300100,12075,2014/3/24 6:45
118471,300100,12075,2014/3/25 6:38
118526,300100,11364,2014/3/25 6:42
118409,300100,12099,2014/3/25 6:32
118537,300100,12119,2014/3/25 6:43
120597,300100,11364,2014/4/9 6:39
120109,300200,12061,2014/4/4 10:08
120143,300200,11147,2014/4/4 10:07
120144,300200,11147,2014/4/4 10:07
120145,300200,11147,2014/4/4 10:07
120213,300100,12075,2014/4/4 6:45
120237,300100,11364,2014/4/4 6:41
120253,300100,12097,2014/4/4 6:41
120274,300100,12119,2014/4/4 6:40
120639,300100,12119,2014/4/9 6:42
120676,300100,12099,2014/4/9 6:44
121456,300100,11364,2014/4/11 6:41
137629,9900400,15001,2018/6/8 7:27
137740,9900400,14987,2018/6/9 9:09
137759,9900400,14949,2018/6/10 6:50
128106,200100,11803,2015/3/17 7:20
128117,100000,12268,2015/3/19 7:24
128164,100100,12556,2015/3/27 7:27
128137,100100,12760,2015/3/19 7:27
122532,300100,11739,2014/4/17 6:44
122557,300100,11749,2014/4/17 6:45
137115,9900100,14830,2018/5/28 7:29
137584,9900400,13550,2018/6/6 7:22
139719,9900400,14830,2018/10/15 13:58
139744,9900400,14623,2018/10/16 15:42
139680,9900500,15913,2018/10/14 12:07
139771,9900400,14623,2018/10/17 15:40
134310,9900300,13854,2018/1/27 12:05
134199,9900300,13550,2018/1/27 10:56
134337,9900300,13635,2018/1/27 12:31
134338,9900300,13871,2018/1/27 12:32
134339,9900200,14403,2018/1/27 12:32
134364,9900200,13754,2018/1/27 13:45
134380,9900200,13635,2018/1/27 14:33
134385,9900200,13871,2018/1/27 14:34
134391,9900200,13854,2018/1/27 14:34
134347,9900300,13595,2018/1/27 12:43
134541,9900200,13595,2018/1/27 14:49
134569,9900200,14085,2018/1/27 14:57
138739,9900500,14763,2018/9/18 7:10
133217,9900100,14085,2018/1/12 7:26
133218,9900100,13715,2018/1/12 7:26
133374,9900100,14422,2018/1/17 7:28
142419,9900400,14830,2019/1/10 12:17
142409,9900100,14830,2019/1/10 7:27
142607,9900400,14688,2019/1/18 20:45
139893,9900400,15913,2018/10/21 10:06
139918,9900500,15913,2018/10/21 11:53
130662,9900100,13826,2016/11/14 7:30
130795,9900100,12984,2016/12/12 7:37
130830,9900100,12728,2016/12/15 7:30
130715,9900100,13826,2016/11/23 7:33
130721,9900100,13826,2016/11/24 7:33
134774,9900100,14218,2018/3/12 7:34
134811,9900300,13871,2018/3/15 11:34
134816,9900300,13854,2018/3/15 11:35
134819,9900300,13550,2018/3/15 11:36
135019,9900100,13871,2018/4/17 7:27
135116,9900400,13871,2018/4/19 11:06
130315,9900300,12605,2016/9/19 16:52
130332,9900300,12604,2016/9/19 17:06
130392,9900200,13826,2016/9/23 7:15
130235,9900300,12867,2016/9/19 16:41
130405,9900100,12980,2016/9/27 7:28
